observation
"[0.0007722854497842491, 1.4222911596298218, 0.07820937782526016, 0.5053867101669312, -0.0008880958775989711, -0.017715610563755035, 0.0, 0.0]"
"[0.0015444755554199219, 1.4330836534500122, 0.07810385525226593, 0.4796663224697113, -0.0017633705865591764, -0.017506208270788193, 0.0, 0.0]"
"[0.0023166656028479338, 1.443277359008789, 0.07810657471418381, 0.4530540406703949, -0.0026382647920399904, -0.017499515786767006, 0.0, 0.0]"
"[0.0030888556502759457, 1.4528709650039673, 0.07810918241739273, 0.4263836145401001, -0.00351303000934422, -0.0174971092492342, 0.0, 0.0]"
"[0.0038611411582678556, 1.461864709854126, 0.07811176031827927, 0.3997144401073456, -0.004387677181512117, -0.017494354397058487, 0.0, 0.0]"
"[0.004633426666259766, 1.4702582359313965, 0.078114353120327, 0.373045951128006, -0.005262172315269709, -0.01749163493514061, 0.0, 0.0]"
"[0.005405711941421032, 1.478051781654358, 0.07811693847179413, 0.3463776707649231, -0.006136532407253981, -0.01748884841799736, 0.0, 0.0]"
"[0.006177997682243586, 1.4852452278137207, 0.07811951637268066, 0.31970924139022827, -0.007010761648416519, -0.01748630404472351, 0.0, 0.0]"
"[0.00695037841796875, 1.491838812828064, 0.0781220868229866, 0.29304078221321106, -0.007884880527853966, -0.017483817413449287, 0.0, 0.0]"
"[0.0077228546142578125, 1.4978322982788086, 0.07812463492155075, 0.26637232303619385, -0.008758850395679474, -0.017481153830885887, 0.0, 0.0]"
"[0.008495235815644264, 1.5032258033752441, 0.0781271904706955, 0.23970383405685425, -0.009632686153054237, -0.017478378489613533, 0.0, 0.0]"
"[0.009267616085708141, 1.5080193281173706, 0.07812973856925964, 0.21303530037403107, -0.01050640270113945, -0.01747591234743595, 0.0, 0.0]"
"[0.010040092281997204, 1.5122127532958984, 0.078132264316082, 0.1863667517900467, -0.011379988864064217, -0.01747327856719494, 0.0, 0.0]"
"[0.010812568478286266, 1.515805959701538, 0.07813479006290436, 0.15969814360141754, -0.012253436259925365, -0.017470579594373703, 0.0, 0.0]"
"[0.011585140600800514, 1.5187993049621582, 0.07813732326030731, 0.133029505610466, -0.013126748614013195, -0.017467916011810303, 0.0, 0.0]"
"[0.012357711791992188, 1.5211925506591797, 0.07813983410596848, 0.10636083036661148, -0.013999942690134048, -0.017465228214859962, 0.0, 0.0]"
"[0.01313028298318386, 1.5229856967926025, 0.07814233750104904, 0.07969212532043457, -0.014872986823320389, -0.017462603747844696, 0.0, 0.0]"
"[0.013902855105698109, 1.5241791009902954, 0.07814483344554901, 0.05302339047193527, -0.01574588567018509, -0.017459986731410027, 0.0, 0.0]"
"[0.014675522223114967, 1.5247721672058105, 0.07814731448888779, 0.02635461650788784, -0.016618678346276283, -0.017457377165555954, 0.0, 0.0]"
"[0.015448188409209251, 1.5247654914855957, 0.07814978808164597, -0.0003142270434182137, -0.017491351813077927, -0.017454784363508224, 0.0, 0.0]"
"[0.016220856457948685, 1.5241585969924927, 0.07815225422382355, -0.026983074843883514, -0.018363870680332184, -0.01745220646262169, 0.0, 0.0]"
"[0.01699361763894558, 1.522951602935791, 0.07815470546483994, -0.05365196242928505, -0.01923626847565174, -0.017449598759412766, 0.0, 0.0]"
"[0.017766285687685013, 1.5211446285247803, 0.07815714925527573, -0.08032087981700897, -0.020108526572585106, -0.01744699850678444, 0.0, 0.0]"
"[0.018539046868681908, 1.5187376737594604, 0.07815958559513092, -0.10698985308408737, -0.02098066918551922, -0.017444390803575516, 0.0, 0.0]"
"[0.019311904907226562, 1.515730619430542, 0.07816200703382492, -0.13365885615348816, -0.021852681413292885, -0.01744181104004383, 0.0, 0.0]"
"[0.020084381103515625, 1.5121021270751953, 0.07813258469104767, -0.1612815111875534, -0.022724678739905357, -0.017439933493733406, 0.0, 0.0]"
"[0.0208569522947073, 1.50787353515625, 0.07813257724046707, -0.18794824182987213, -0.023596683517098427, -0.017439911141991615, 0.0, 0.0]"
"[0.02162942849099636, 1.5030450820922852, 0.07813257724046707, -0.21461495757102966, -0.0244686771184206, -0.017439886927604675, 0.0, 0.0]"
"[0.022401904687285423, 1.4976166486740112, 0.07813256978988647, -0.24128170311450958, -0.025340668857097626, -0.017439883202314377, 0.0, 0.0]"
"[0.023174475878477097, 1.4915879964828491, 0.07813256978988647, -0.2679484486579895, -0.026212671771645546, -0.017439864575862885, 0.0, 0.0]"
"[0.02394695207476616, 1.484959602355957, 0.07813256233930588, -0.2946151793003082, -0.02708466909825802, -0.017439819872379303, 0.0, 0.0]"
"[0.02471952512860298, 1.4777311086654663, 0.07813256233930588, -0.32128190994262695, -0.027956660836935043, -0.017439788207411766, 0.0, 0.0]"
"[0.025492001324892044, 1.4699026346206665, 0.07813256233930588, -0.3479486405849457, -0.02882865071296692, -0.017439788207411766, 0.0, 0.0]"
"[0.026264477521181107, 1.4614741802215576, 0.07813255488872528, -0.3746153712272644, -0.029700644314289093, -0.017439771443605423, 0.0, 0.0]"
"[0.02703704871237278, 1.45244562625885, 0.07813255488872528, -0.4012821316719055, -0.03057263232767582, -0.017439788207411766, 0.0, 0.0]"
"[0.027809524908661842, 1.442817211151123, 0.07813255488872528, -0.42794886231422424, -0.03144461289048195, -0.017439749091863632, 0.0, 0.0]"
"[0.028582096099853516, 1.4325886964797974, 0.07813254743814468, -0.45461559295654297, -0.032316602766513824, -0.01743979938328266, 0.0, 0.0]"
"[0.029354572296142578, 1.4217603206634521, 0.07813254743814468, -0.4812823235988617, -0.0331885926425457, -0.017439788207411766, 0.0, 0.0]"
"[0.03012714348733425, 1.4103319644927979, 0.07813253998756409, -0.5079490542411804, -0.034060586243867874, -0.01743980124592781, 0.0, 0.0]"
"[0.030899619683623314, 1.3983036279678345, 0.07813253253698349, -0.534615695476532, -0.03493257984519005, -0.01743985339999199, 0.0, 0.0]"
"[0.031672097742557526, 1.3856751918792725, 0.07813253253698349, -0.5612823367118835, -0.035804565995931625, -0.017439832910895348, 0.0, 0.0]"
"[0.03244466707110405, 1.372446894645691, 0.0781325250864029, -0.5879489779472351, -0.036676567047834396, -0.0174398310482502, 0.0, 0.0]"
"[0.03321714326739311, 1.3586184978485107, 0.0781325250864029, -0.6146156191825867, -0.037548549473285675, -0.017439818009734154, 0.0, 0.0]"
"[0.033989716321229935, 1.3441901206970215, 0.0781325250864029, -0.6412823796272278, -0.03842053934931755, -0.017439838498830795, 0.0, 0.0]"
"[0.034762192517519, 1.3291618824005127, 0.0781325176358223, -0.6679491400718689, -0.03929254040122032, -0.01743979938328266, 0.0, 0.0]"
"[0.03553476184606552, 1.3135334253311157, 0.0781325101852417, -0.6946159601211548, -0.040164534002542496, -0.017439791932702065, 0.0, 0.0]"
"[0.036307238042354584, 1.2973051071166992, 0.0781325027346611, -0.7212826013565063, -0.04103653505444527, -0.01743977703154087, 0.0, 0.0]"
"[0.037079714238643646, 1.2804768085479736, 0.0781324952840805, -0.7479492425918579, -0.04190853238105774, -0.017439784482121468, 0.0, 0.0]"
"[0.03785228729248047, 1.263048529624939, 0.0781324952840805, -0.774616003036499, -0.04278052598237991, -0.01743980124592781, 0.0, 0.0]"
"[0.0386500358581543, 1.245548963546753, 0.08061224967241287, -0.7777848839759827, -0.043605342507362366, -0.016496432945132256, 0.0, 0.0]"
"[0.03953123092651367, 1.228205919265747, 0.0886593908071518, -0.770812451839447, -0.044146597385406494, -0.010825011879205704, 0.0, 0.0]"
"[0.040479373186826706, 1.2111968994140625, 0.0951760783791542, -0.7559689283370972, -0.044505078345537186, -0.007169540971517563, 0.0, 0.0]"
"[0.04138307645916939, 1.1942028999328613, 0.0910300612449646, -0.7553094029426575, -0.045153018087148666, -0.012958912178874016, 0.0, 0.0]"
"[0.04224586486816406, 1.1773473024368286, 0.08723658323287964, -0.7491706609725952, -0.04609261080622673, -0.01879194937646389, 0.0, 0.0]"
"[0.04316291958093643, 1.1607675552368164, 0.0925283282995224, -0.7369059920310974, -0.04690609499812126, -0.016269829124212265, 0.0, 0.0]"
"[0.04420118406414986, 1.1442716121673584, 0.10325123369693756, -0.7331324219703674, -0.04633928835391998, 0.011336404830217361, 0.0, 0.0]"
"[0.045206356793642044, 1.1281845569610596, 0.09891415387392044, -0.7149255871772766, -0.04475504532456398, 0.031684987246990204, 0.0, 0.0]"
"[0.046076107770204544, 1.1122934818267822, 0.08456745743751526, -0.7062007784843445, -0.04238481819629669, 0.04740452766418457, 0.0, 0.0]"
"[0.0470486655831337, 1.096907615661621, 0.09340426325798035, -0.6837120652198792, -0.03857826068997383, 0.07613109797239304, 0.0, 0.0]"
"[0.04794111102819443, 1.0823712348937988, 0.08446382731199265, -0.6459471583366394, -0.03385818377137184, 0.09440170973539352, 0.0, 0.0]"
"[0.04895458370447159, 1.0677499771118164, 0.09499106556177139, -0.6496980786323547, -0.027589069679379463, 0.12538228929042816, 0.0, 0.0]"
"[0.05004539340734482, 1.0538830757141113, 0.10132858902215958, -0.6161810755729675, -0.01992890238761902, 0.1532033234834671, 0.0, 0.0]"
"[0.05102834850549698, 1.0404365062713623, 0.08961440622806549, -0.5975427031517029, -0.011370029300451279, 0.17117729783058167, 0.0, 0.0]"
"[0.05205812305212021, 1.0271092653274536, 0.09292776137590408, -0.5922740697860718, -0.0014521436532959342, 0.19835788011550903, 0.0, 0.0]"
"[0.052912138402462006, 1.0143814086914062, 0.07460917532444, -0.5657100081443787, 0.009208116680383682, 0.2132052183151245, 0.0, 0.0]"
"[0.05360240861773491, 1.0015517473220825, 0.05742800235748291, -0.5703246593475342, 0.02065618894994259, 0.22896166145801544, 0.0, 0.0]"
"[0.05440349504351616, 0.9895221590995789, 0.06688578426837921, -0.5348866581916809, 0.03371614217758179, 0.26119887828826904, 0.0, 0.0]"
"[0.05503034591674805, 0.9774333238601685, 0.04864836111664772, -0.5376543402671814, 0.047581616789102554, 0.27730944752693176, 0.0, 0.0]"
"[0.05541877821087837, 0.9659402966499329, 0.024090584367513657, -0.5113321542739868, 0.06216850131750107, 0.2917376160621643, 0.0, 0.0]"
"[0.05579672008752823, 0.9545209407806396, 0.021708142012357712, -0.5082651376724243, 0.0780901089310646, 0.31843191385269165, 0.0, 0.0]"
"[0.05608682706952095, 0.9436365962028503, 0.01171921193599701, -0.484737366437912, 0.095218725502491, 0.34257227182388306, 0.0, 0.0]"
"[0.05640897899866104, 0.9327016472816467, 0.01352230180054903, -0.4872939884662628, 0.11377332359552383, 0.37109196186065674, 0.0, 0.0]"
"[0.056598566472530365, 0.9217947125434875, 0.0006955282296985388, -0.48623979091644287, 0.1319381594657898, 0.36329689621925354, 0.0, 0.0]"
"[0.056821536272764206, 0.9107488989830017, 0.0037425756454467773, -0.4926740527153015, 0.15044307708740234, 0.3700985014438629, 0.0, 0.0]"
"[0.057044126093387604, 0.8991073966026306, 0.003748598974198103, -0.5193691253662109, 0.16894757747650146, 0.3700897991657257, 0.0, 0.0]"
"[0.05726613849401474, 0.886870801448822, 0.0037554078735411167, -0.5460640788078308, 0.18745161592960358, 0.3700810670852661, 0.0, 0.0]"
